,num,summary
0,090.txt,"Jason Gardener says being made an MBE in the New Year Honours List underlines the achievement of Great Britain's 4x100m relay squad at the Olympics.
Gardener, Darren Campbell, Marlon Devonish and Mark Lewis-Francis have all been awarded MBEs after beating pre-race favourites USA to gold.
""This recognition is really inspiring and makes me want to have more success,"" said Lewis-Francis."
0,091.txt,"The trial date for the Bay Area Laboratory Cooperative (Balco) steroid distribution case has been postponed.
The hearing in June will focus on the admissibility of evidence gathered during police raids on Balco's offices and Anderson's home."
0,092.txt,"Collins calls for Chambers return
World 100m champion Kim Collins says suspended sprinter Dwain Chambers should be allowed to compete in the Olympics again."
0,093.txt,"He says so himself in a matter-of-fact way as he recalls the car accident which occurred nine days before he was scheduled to step out into the Olympic Stadium in Athens for the 50K Walk.
""In my back, it felt as though all the muscles had been ripped off my pelvis but I was thinking maybe we could do something with laser therapy and ultra sound and hopefully I'd be able to race."" It took over 10 hours before Jamie knew with certainty that he would not be competing in his second Olympics.
""I'd fractured my big toe as well which was on the brake."" Jamie didn't finally arrive at hospital in Athens until some nine and a half hours after the accident.
The people at the Mater have been absolutely fantastic."" Jamie had to wear a body cast for three and a half months after the accident and spent most of that time flat on his back.
A two and a half inch needle went in yesterday and I'm fairly incapacitated today as a result."" Jamie has also travelled to receive treatment at the Polish training centre in Spala where he has trained with triple Olympic champion Robert Korzeniowski over the past five years.
Jamie heads to Poland again on Sunday where he will be having daily cryotherapy in addition to twice-daily physio sessions and pool-work.
All these sessions are small steps on the way to what Jamie hopes will be a return to racing in 2006."
0,094.txt,"""Training in Wales and getting advice from Linford Christie is broadening my mind,"" said Lewis-Francis.
""I am still keeping up my weights work and I can see the improvement in my running."" Despite playing his part in Britain's successful 4x100m relay team, Lewis-Francis still feels the frustration of missing out on the individual 100m final at the 2004 Olympics."
0,095.txt,"Wayne Rooney made a winning return to Everton as Manchester United cruised into the FA Cup quarter-finals.
Fortune headed home after 23 minutes before Ronaldo scored when Nigel Martyn parried Paul Scholes' free-kick.
Fortune gave United the lead after 23 minutes, rising to meet Ronaldo's cross from eight yards after the Portuguese youngster had been allowed too much time and space by the hapless Gary Naysmith.
United almost doubled their lead after 48 minutes when Ronaldo's low drive from 25 yards took a deflection off Tony Hibbert, but Martyn dived to save brilliantly.
Manchester United: Carroll, Gary Neville, Brown, Ferdinand, Heinze, Ronaldo, Phil Neville, Keane, Scholes, Fortune, Rooney."
0,096.txt,"Manchester United striker Ruud van Nistelrooy may make his comeback after an Achilles tendon injury in the FA Cup fifth round tie at Everton on Saturday.
""The training he has been doing in Holland has been perfect and I am very satisfied with it."" Even without Van Nistelrooy, United made it 13 wins in 15 league games with a 2-0 derby victory at Manchester City on Sunday."
0,097.txt,"Everton manager David Moyes will discipline striker James Beattie after all for his headbutt on Chelsea defender William Gallas.
He said: ""I believe that I should set the record straight by conceding that the dismissal was right and correct."" Moyes added: ""My comments on Saturday came immediately after the final whistle and at a point when I had only had the opportunity to see one, very quick re-run of the incident.""
However, I must say that I do still believe the Chelsea player in question did go down too easily."" Speaking immediately after the game, Moyes said: ""I don't think it was a sending-off, I have been a centre-half in my time and I would have been ashamed to have gone down as easily as that."
0,098.txt,"Manchester United winger Cristiano Ronaldo said he is close to agreeing to a new contract at Old Trafford.
I think we'll reach a good agreement for both sides."" Ronaldo refused to commit his long-term future to the club."
0,099.txt,"Scotland manager Walter Smith has given his backing to the reinstatement of the Home International series.
But Smith said: ""Bringing it back would add meaning to friendly games and that's something that's needed."" The Home International series was done away with in 1984, with the traditional Scotland-England fixture continuing until 1989."
0,100.txt,"Mido said: ""There isn't much I have to say today, all there is to say is that I came specially from England to Egypt to rejoin the national team and to apologise for all my mistakes."" Mido was axed by former coach Marco Tardelli after failing to answer a national call-up, claiming he had a groin injury.
""Mido's apology today does not negatively affect Mido in anyway, on the contrary it makes him a bigger star and a role model for all football players,"" Shalaby said.
Shalaby earlier said that after an apology Mido would be available for the national side if coach Hassan Shehata chose him."
0,101.txt,"Wayne Rooney met Gary Neville's cross to the near post with a low shot, which went in via a deflection off Richard Dunne, to put United ahead.
Steve McManaman wasted City's best chance when he shot wide from three yards in the first half.
And when Neville delivered a cross in a carbon copy of City's best first-half chance, Rooney showed McManaman how to do it - even if he needed the help of Dunne's leg.
On 75 minutes, he scored a horrible own goal when attempting to volley clear Rooney's cross and United seemed home and dry.
""But we still had four good chances, two after we'd gone 2-0 down, the one McManaman missed was very similar to the one Wayne Rooney scored from."" 
""Derby games can be like that, they can be scrappy, dull, horrible and it was maybe like that."" Man City: James, Mills (Bradley Wright-Phillips 83), Dunne, Distin, Thatcher, Shaun Wright-Phillips, Barton (Macken 68), Sibierski, McManaman, Musampa, Fowler.
Man Utd: Carroll, Gary Neville, Ferdinand, Brown, Heinze, O'Shea (Ronaldo 33), Keane, Fortune, Fletcher (Giggs 64), Rooney, Scholes (Phil Neville 84)."
